id,rank,fund_code,fund_name,date,net_value,accumulated_net_value,daily_growth_rate,weekly_growth_rate,monthly_1_growth_rate,monthly_3_growth_rate,monthly_6_growth_rate,yearly_1_growth_rate,yearly_2_growth_rate,yearly_3_growth_rate,ytd_growth_rate,since_inception_growth_rate,custom_growth_rate,fee_rate,is_checked,update_time
64939,7747,021847,国泰沪深300增强策略ETF发起联接A,2026-01-29,1.2394,1.2394,0.89,1.09,3.04,1.81,14.16,25.13,,,3.12,23.94,25.8402,0.1,0,2026-01-30 11:46:42
64940,7748,001668,汇添富全球移动互联混合(QDII)人民币A,2026-01-28,4.7491,4.7491,1.31,4.51,3.39,0.58,12.39,25.12,51.53,124.97,4.96,376.82,,0.16,0,2026-01-30 11:46:42
64941,7749,007524,汇添富内需增长股票C,2026-01-29,1.3017,1.3017,1.26,2.88,6.43,1.7,14.23,25.12,29.59,-6.22,6.8,30.17,25.0793,0.0,0,2026-01-30 11:46:42
64942,7750,009893,大摩优悦安和混合A,2026-01-29,0.7148,0.7148,-0.1,-2.0,8.14,-0.58,2.26,25.12,17.07,-25.03,9.53,-28.52,25.2716,0.15,0,2026-01-30 11:46:42
64943,7751,008927,泰康沪深300ETF联接C,2026-01-29,1.1492,1.1492,0.69,0.63,2.4,0.26,14.04,25.1,45.65,17.96,2.6,14.92,25.8294,0.0,0,2026-01-30 11:46:42
64944,7752,110003,易方达上证50增强A,2026-01-29,2.1954,4.2354,0.84,1.27,3.32,3.36,12.61,25.08,34.97,16.56,4.07,632.35,27.3367,0.15,0,2026-01-30 11:46:42
64945,7753,002514,招商丰益混合A,2026-01-29,1.367,1.851,-0.58,2.17,6.71,7.34,21.85,25.08,22.25,12.62,6.88,97.84,25.6233,0.15,0,2026-01-30 11:46:42
64946,7754,167702,德邦量化优选股票(LOF)A,2026-01-29,1.3043,1.5143,0.53,0.83,2.33,1.33,12.21,25.08,20.03,-1.69,2.53,48.84,25.8855,0.12,0,2026-01-30 11:46:42
64947,7755,160512,博时卓越品牌混合(LOF)A,2026-01-29,2.44,2.611,-0.08,-1.21,-1.85,0.83,22.0,25.06,20.43,-2.63,-0.93,166.32,28.4211,0.15,0,2026-01-30 11:46:42
64948,7756,004716,中信保诚量化阿尔法股票A,2026-01-29,1.9685,2.0494,0.44,0.36,3.04,1.37,14.96,25.06,45.6,24.6,3.19,106.82,25.9759,0.15,0,2026-01-30 11:46:42
64949,7757,007668,广发养老目标日期2035三年持有期混合发起式(FOF)A,2026-01-27,1.2265,1.2265,0.79,3.37,7.72,7.56,19.47,25.06,40.78,17.99,8.57,22.65,,0.15,0,2026-01-30 11:46:42
64950,7758,011770,富国精诚回报12个月持有期混合C,2026-01-29,1.2412,1.2412,0.41,4.36,10.82,13.51,23.42,25.05,30.5,24.63,9.73,24.12,25.3864,0.0,0,2026-01-30 11:46:42
64951,7759,160615,鹏华沪深300ETF联接(LOF)A,2026-01-29,1.4235,2.4347,0.71,0.63,2.4,0.39,14.13,25.04,45.69,18.4,2.6,163.48,25.7398,0.12,0,2026-01-30 11:46:42
64952,7760,016073,创金合信软件产业股票发起A,2026-01-29,1.3487,1.3487,1.27,1.19,20.14,8.59,9.07,25.04,41.28,-1.74,17.51,34.87,16.0771,0.15,0,2026-01-30 11:46:42
64953,7761,015587,东方匠心优选混合C,2026-01-29,1.1022,1.1022,-0.8,2.76,9.36,11.34,17.42,25.04,32.29,0.98,9.23,10.22,24.6833,0.0,0,2026-01-30 11:46:42
64954,7762,019679,长城精选进取3个月持有期混合型发起式C,2026-01-27,1.3005,1.3005,0.28,1.08,4.9,4.63,16.28,25.04,42.6,,5.51,30.05,,0.0,0,2026-01-30 11:46:42
64955,7763,012086,博时健康生活混合A,2026-01-29,0.6694,0.6694,-0.19,-1.99,6.95,-0.56,-5.59,25.03,23.99,-13.38,7.72,-33.06,25.2151,0.15,0,2026-01-30 11:46:42
64956,7764,021971,南方中证国新港股通央企红利ETF发起联接A,2026-01-29,1.2527,1.2877,0.7,5.02,7.51,5.59,8.19,25.03,,,7.34,29.04,26.0478,0.12,0,2026-01-30 11:46:42
64957,7765,018523,华泰紫金恒生互联网科技业指数型发起基金(QDII)A,2026-01-29,1.1866,1.1866,-0.54,1.54,7.39,-4.67,4.39,25.02,61.55,,6.6,18.66,19.1365,0.1,0,2026-01-30 11:46:42
64958,7766,004342,南方沪深300ETF联接C,2026-01-29,1.5654,2.1564,0.73,0.65,2.45,0.4,14.09,25.01,46.53,19.41,2.63,68.68,25.7235,0.0,0,2026-01-30 11:46:42
64959,7767,022274,国泰港股红利ETF联接A,2026-01-29,1.2031,1.2217,1.29,4.45,4.95,1.82,2.24,25.01,,,5.36,22.23,25.3526,0.1,0,2026-01-30 11:46:42
64960,7768,000326,南方中小盘成长股票A,2026-01-29,1.2539,2.0849,1.01,2.13,9.22,10.21,14.29,25.0,40.78,-7.51,9.27,114.93,26.7846,0.15,0,2026-01-30 11:46:42
64961,7769,022599,博时沪深300ETF发起式联接A,2026-01-29,1.2459,1.25,0.73,0.7,2.28,0.94,14.71,25.0,,,2.45,25.12,,0.1,0,2026-01-30 11:46:42
64962,7770,022741,万家180指数C,2026-01-29,1.2154,1.2408,0.72,1.21,4.51,1.36,13.51,25.0,,,4.55,21.77,25.3689,0.0,0,2026-01-30 11:46:42
64963,7771,004233,中欧盛世成长混合(LOF)C,2026-01-29,2.1347,2.1347,-3.88,-10.17,5.34,2.28,14.41,24.99,57.04,6.08,-0.37,77.71,27.4372,0.0,0,2026-01-30 11:46:42
64964,7772,501308,银河中证沪港深高股息C,2026-01-29,1.2766,1.2766,1.21,2.91,5.01,2.43,4.79,24.99,42.75,34.62,5.51,27.66,26.6594,0.0,0,2026-01-30 11:46:42
64965,7773,021496,广发养老目标2045三年持有混合发起式(FOF)Y,2026-01-27,1.252,1.252,0.28,1.26,4.96,4.06,14.98,24.98,,,5.32,33.23,,0.0,0,2026-01-30 11:46:42
64966,7774,004995,广发品牌消费股票发起式A,2026-01-29,1.5034,1.5034,0.16,-2.07,4.84,0.58,11.59,24.97,22.15,-1.69,4.34,50.34,26.1559,0.15,0,2026-01-30 11:46:42
64967,7775,018182,万家中证软件服务ETF发起式联接A,2026-01-29,0.8104,0.8104,0.96,0.14,13.74,5.01,13.09,24.97,53.08,,12.59,-18.96,16.4201,0.1,0,2026-01-30 11:46:42
64968,7776,015061,中信建投沪深300指数增强A,2026-01-29,1.244,1.244,0.7,0.82,2.9,1.53,13.02,24.96,44.8,23.44,3.12,24.4,26.128,0.15,0,2026-01-30 11:46:42
64969,7777,590002,中邮核心成长混合A,2026-01-29,0.6505,0.6505,-0.67,7.08,18.29,22.5,16.77,24.95,25.19,-11.48,16.64,-34.95,27.2247,0.15,0,2026-01-30 11:46:42
64970,7778,090001,大成价值增长混合A,2026-01-29,0.8465,4.4575,-1.91,-1.4,6.94,4.7,13.03,24.94,15.63,-5.55,7.4,1040.35,24.7973,0.15,0,2026-01-30 11:46:42
64971,7779,008916,华夏中证浙江国资创新发展ETF联接A,2026-01-29,1.4164,1.4164,0.91,1.65,6.71,4.45,6.76,24.94,46.98,35.85,6.88,41.64,25.0684,0.12,0,2026-01-30 11:46:42
64972,7780,019113,东财慧心优选A,2026-01-29,1.2846,1.2846,-2.73,2.69,17.57,11.68,37.86,24.94,28.27,,18.61,28.46,26.04,0.15,0,2026-01-30 11:46:42
64973,7781,000520,上银新兴价值成长混合A,2026-01-29,1.293,2.771,0.54,2.13,6.68,5.98,18.08,24.93,43.35,21.87,6.6,309.62,26.7647,0.15,0,2026-01-30 11:46:42
64974,7782,001015,华夏沪深300指数增强A,2026-01-29,2.26,2.26,0.67,0.22,2.36,1.39,13.8,24.93,52.91,20.79,2.49,126.0,25.4162,0.12,0,2026-01-30 11:46:42
64975,7783,007242,中欧预见养老2050五年持有(FOF)C,2026-01-27,1.5078,1.5078,-0.15,-0.18,1.6,0.52,11.81,24.93,40.01,2.11,2.45,50.78,,0.0,0,2026-01-30 11:46:42
64976,7784,002987,广发沪深300ETF联接C,2026-01-29,1.7858,2.3088,0.72,0.63,2.4,0.24,13.93,24.92,46.41,19.44,2.6,69.4,25.6455,0.0,0,2026-01-30 11:46:42
64977,7785,016204,东方沪深300指数增强A,2026-01-29,1.3107,1.3107,0.28,1.2,4.52,2.82,17.58,24.92,47.19,24.52,4.71,31.07,27.0551,0.15,0,2026-01-30 11:46:42
64978,7786,021972,南方中证国新港股通央企红利ETF发起联接C,2026-01-29,1.2509,1.2859,0.7,5.01,7.5,5.56,8.14,24.91,,,7.32,28.85,25.92,0.0,0,2026-01-30 11:46:42
64979,7787,501306,汇添富港股红利ETF联接C,2026-01-29,1.2787,1.2787,1.28,4.39,4.75,0.68,1.04,24.9,50.12,52.1,5.16,27.87,25.2645,0.0,0,2026-01-30 11:46:42
64980,7788,010970,华夏安阳6个月持有期混合C,2026-01-29,0.8192,0.8192,0.26,1.93,4.2,-1.62,7.93,24.9,40.51,11.85,4.16,-18.08,26.7719,0.0,0,2026-01-30 11:46:42
64981,7789,016620,万家颐和灵活配置混合C,2026-01-29,1.7394,1.7394,-0.21,-0.34,4.43,4.49,17.31,24.89,35.54,-0.73,6.81,-4.54,25.2629,0.0,0,2026-01-30 11:46:42
64982,7790,017130,国投瑞银比较优势一年持有混合A,2026-01-29,1.2551,1.2551,0.21,1.23,6.76,9.1,19.98,24.89,31.51,,6.3,25.51,26.1027,0.15,0,2026-01-30 11:46:42
64983,7791,003505,景顺长城景颐丰利债券C,2026-01-29,1.4876,1.5413,-0.47,-0.81,1.2,2.0,13.46,24.88,50.11,28.91,1.14,56.38,25.8225,0.0,0,2026-01-30 11:46:42
64984,7792,000589,光大保德信银发商机混合A,2026-01-29,3.212,3.462,1.13,1.01,4.66,1.61,9.59,24.88,44.88,7.97,5.07,300.1,23.6812,0.15,0,2026-01-30 11:46:42
64985,7793,233006,大摩领先优势混合,2026-01-29,3.6366,3.6366,-0.16,1.81,9.91,9.4,18.95,24.87,54.11,7.29,10.65,263.66,25.7904,0.15,0,2026-01-30 11:46:42
64986,7794,010887,南方消费升级混合A,2026-01-29,0.9113,0.9113,-0.86,-0.2,0.26,-2.71,3.82,24.87,53.75,18.17,0.5,-8.87,24.8185,0.15,0,2026-01-30 11:46:42
64987,7795,011909,广发沪港深价值精选混合C,2026-01-29,0.7953,0.7953,-1.07,1.11,9.68,5.24,18.4,24.87,46.82,9.58,11.0,-20.47,25.4219,0.0,0,2026-01-30 11:46:42
64988,7796,018190,东财产业智选A,2026-01-29,1.1443,1.1443,1.02,1.41,3.47,3.84,13.21,24.87,52.21,,3.99,14.43,26.5679,0.15,0,2026-01-30 11:46:42
64989,7797,002515,招商丰益混合C,2026-01-29,1.281,1.702,-0.62,2.15,6.66,7.31,21.7,24.86,23.15,13.22,6.84,81.73,25.4364,0.15,0,2026-01-30 11:46:42
64990,7798,017669,大成卓远视野混合A,2026-01-29,1.2598,1.2598,0.37,1.7,5.47,4.06,5.33,24.86,,,4.96,25.98,23.862,0.15,0,2026-01-30 11:46:42
64991,7799,021848,国泰沪深300增强策略ETF发起联接C,2026-01-29,1.2359,1.2359,0.88,1.09,3.03,1.75,14.03,24.86,,,3.1,23.59,25.5868,0.0,0,2026-01-30 11:46:42
64992,7800,009274,融通健康产业灵活配置混合C,2026-01-29,2.768,2.768,0.07,-0.97,7.96,2.25,1.35,24.85,6.34,-21.16,8.55,36.49,24.4604,0.0,0,2026-01-30 11:46:42
64993,7801,021373,天弘价值驱动混合C,2026-01-29,1.2605,1.2605,2.75,3.36,5.22,6.68,12.7,24.85,,,5.57,26.05,27.2718,0.0,0,2026-01-30 11:46:42
64994,7802,006952,中银景元回报混合,2026-01-29,1.5312,1.5512,0.08,1.01,3.87,3.37,13.47,24.84,39.45,20.25,4.03,56.15,24.3463,0.12,0,2026-01-30 11:46:42
64995,7803,012636,国泰中证全指软件ETF联接A,2026-01-29,0.9942,0.9942,1.0,-0.45,12.36,3.95,9.97,24.84,54.16,10.53,10.68,-0.58,16.8273,0.1,0,2026-01-30 11:46:42
64996,7804,660008,农银沪深300指数A,2026-01-29,1.8348,1.8348,0.72,0.61,2.47,0.43,13.87,24.83,46.36,19.17,2.69,83.48,25.4822,0.12,0,2026-01-30 11:46:42
64997,7805,164814,工银双债增强债券,2026-01-29,1.221,1.986,-0.89,-0.57,7.9,8.47,17.94,24.83,37.47,25.82,7.43,142.83,24.702,0.04,0,2026-01-30 11:46:42
64998,7806,161128,易方达标普信息科技指数(QDII-LOF)A(人民币),2026-01-28,5.842,5.842,0.42,3.47,-0.77,-4.79,7.07,24.82,49.83,140.43,0.8,484.2,,0.12,0,2026-01-30 11:46:42
64999,7807,013348,创金合信大健康混合A,2026-01-29,0.697,0.697,-0.87,-2.59,-1.18,-4.47,-15.41,24.82,11.0,-27.93,0.11,-30.3,25.5403,0.15,0,2026-01-30 11:46:42
65000,7808,020803,东方红量化选股混合发起A,2026-01-29,1.2903,1.2903,-1.15,-1.36,6.13,2.13,7.86,24.82,,,6.3,29.03,25.8216,0.15,0,2026-01-30 11:46:42
65001,7809,021204,华夏医药量化选股混合A,2026-01-29,1.2336,1.2336,0.69,-0.47,3.22,-1.67,0.43,24.81,,,3.96,23.36,24.7321,0.15,0,2026-01-30 11:46:42
65002,7810,006939,鹏华沪深300ETF联接(LOF)C,2026-01-29,1.3372,1.8412,0.72,0.62,2.37,0.35,14.02,24.8,45.03,17.62,2.59,90.01,25.4998,0.0,0,2026-01-30 11:46:42
65003,7811,013174,银华华证ESG领先指数,2026-01-29,1.1513,1.1513,0.55,1.09,3.56,2.76,14.88,24.8,48.94,27.91,3.69,15.13,26.2114,0.12,0,2026-01-30 11:46:42
65004,7812,002682,金鹰元和灵活配置混合C,2026-01-29,1.2846,2.1096,-1.96,-1.18,7.63,3.06,10.73,24.79,37.58,5.81,7.11,121.74,21.1658,0.0,0,2026-01-30 11:46:42
65005,7813,023073,国泰海通中证港股通高股息投资指数发起(QDII)A,2026-01-29,1.2373,1.2373,1.3,4.42,4.86,0.85,2.36,24.79,,,5.28,23.73,,0.12,0,2026-01-30 11:46:42
65006,7814,165310,建信沪深300指数增强(LOF)A,2026-01-29,1.4858,2.3418,0.62,1.15,4.28,2.26,14.03,24.78,44.58,20.97,4.39,192.19,25.9046,0.15,0,2026-01-30 11:46:42
65007,7815,000614,华安德国(DAX)联接(QDII)A,2026-01-28,2.0815,2.0815,0.44,2.76,2.49,2.44,1.39,24.78,45.76,64.55,2.34,108.15,,0.12,0,2026-01-30 11:46:42
65008,7816,018475,万家恒生互联网科技业ETF发起式联接(QDII)A,2026-01-29,1.2267,1.2267,-0.53,1.55,7.54,-4.23,4.73,24.78,67.03,,6.78,22.67,18.97,0.1,0,2026-01-30 11:46:42
65009,7817,013359,上银高质量优选9个月持有混合C,2026-01-29,0.7989,0.7989,1.42,0.62,2.96,4.04,14.6,24.77,45.94,-0.92,3.61,-20.11,24.5168,0.0,0,2026-01-30 11:46:42
65010,7818,013531,浙商聚潮产业成长混合C,2026-01-29,1.778,1.778,-1.06,0.06,9.89,5.96,14.71,24.77,30.74,-9.1,9.75,-15.37,25.6537,0.0,0,2026-01-30 11:46:42
65011,7819,022275,国泰港股红利ETF联接C,2026-01-29,1.2001,1.2186,1.29,4.46,4.93,1.77,2.15,24.77,,,5.34,21.92,25.1107,0.0,0,2026-01-30 11:46:42
65012,7820,167703,德邦量化优选股票(LOF)C,2026-01-29,1.2627,1.4727,0.53,0.82,2.31,1.27,12.07,24.76,19.44,-2.43,2.51,44.43,25.5793,0.0,0,2026-01-30 11:46:42
65013,7821,004746,易方达上证50增强C,2026-01-29,2.1456,2.3356,0.84,1.26,3.29,3.3,12.46,24.76,34.29,15.68,4.05,104.31,27.0188,0.0,0,2026-01-30 11:46:42
65014,7822,017772,大成景阳领先混合C,2026-01-29,0.8844,0.8844,-1.48,2.21,12.76,6.97,13.98,24.76,39.72,,12.56,8.52,26.8139,0.0,0,2026-01-30 11:46:42
65015,7823,022276,汇添富弘悦回报混合发起式A,2026-01-29,1.2622,1.2622,0.21,1.98,6.12,8.48,16.44,24.76,,,6.07,26.22,24.995,0.15,0,2026-01-30 11:46:42
65016,7824,022600,博时沪深300ETF发起式联接C,2026-01-29,1.2437,1.2475,0.73,0.69,2.27,0.89,14.61,24.76,,,2.43,24.86,,0.0,0,2026-01-30 11:46:42
65017,7825,001849,前海开源强势共识100强股票,2026-01-29,1.381,1.381,-0.5,1.47,7.22,5.99,9.95,24.75,24.08,-1.22,7.47,38.1,25.6597,0.15,0,2026-01-30 11:46:42
65018,7826,005868,平安MSCI中国A股ETF联接A,2026-01-29,1.7958,1.7958,0.54,0.76,3.15,0.96,14.51,24.75,42.71,14.91,3.4,79.58,25.5541,0.1,0,2026-01-30 11:46:42
65019,7827,018077,光大优势配置混合C,2026-01-29,0.7874,0.7874,-1.59,1.72,12.17,7.42,21.98,24.75,37.56,,10.85,3.86,22.4572,0.0,0,2026-01-30 11:46:42
65020,7828,015663,易米开鑫价值优选混合A,2026-01-29,1.2644,1.2644,1.56,2.68,7.49,2.86,5.16,24.74,38.75,13.59,7.6,26.44,23.4645,0.15,0,2026-01-30 11:46:42
65021,7829,020729,华安中证全指软件开发ETF发起式联接A,2026-01-29,1.3927,1.3927,0.64,-0.78,11.31,4.55,8.73,24.74,,,9.9,39.27,16.9845,0.06,0,2026-01-30 11:46:42
65022,7830,016783,平安养老目标日期2050三年持有发起式(FOF),2026-01-27,1.2772,1.2772,0.34,2.6,6.19,4.07,12.52,24.73,,,6.42,27.72,,0.08,0,2026-01-30 11:46:42
65023,7831,012437,德邦价值优选混合A,2026-01-29,0.9077,0.9077,0.61,-0.48,8.02,10.32,16.0,24.72,27.54,-11.31,7.59,-9.23,26.6853,0.15,0,2026-01-30 11:46:42
65024,7832,018886,东海数字经济混合发起式A,2026-01-29,1.2872,1.2872,-1.73,-1.92,8.18,-0.02,24.83,24.72,49.67,,7.97,28.72,22.2296,0.15,0,2026-01-30 11:46:42
65025,7833,019309,中航恒宇港股通价值优选混合发起A,2026-01-29,1.2272,1.2272,0.59,3.01,12.08,3.96,8.22,24.72,46.69,,12.48,22.72,21.9517,0.15,0,2026-01-30 11:46:42
65026,7834,021097,南方中证创新药产业ETF发起联接A,2026-01-29,1.2312,1.2312,0.31,-0.81,0.41,-7.24,-9.0,24.72,,,1.48,23.12,24.326,0.12,0,2026-01-30 11:46:42
65027,7835,360007,光大优势配置混合A,2026-01-29,0.7915,1.2507,-1.58,1.72,12.0,7.34,21.75,24.7,37.96,7.15,10.7,18.08,22.3906,0.15,0,2026-01-30 11:46:42
65028,7836,011587,东方红欣和平衡两年混合(FOF),2026-01-27,1.198,1.198,0.34,0.79,3.16,4.22,15.17,24.7,40.08,24.62,3.37,19.8,,1.2,0,2026-01-30 11:46:42
65029,7837,011545,长江沪深300指数增强发起式A,2026-01-29,0.9844,0.9844,0.64,0.03,1.61,1.08,17.37,24.7,49.06,22.22,1.62,-1.56,26.2699,0.15,0,2026-01-30 11:46:42
65030,7838,015394,交银科技创新灵活配置混合C,2026-01-29,2.9903,2.9903,-1.93,-4.81,5.8,3.51,12.06,24.7,57.0,22.57,0.78,28.86,20.9717,0.0,0,2026-01-30 11:46:42
65031,7839,015204,银华全球新能源车量化优选股票(QDII)A,2026-01-28,1.4542,1.4542,0.55,0.9,1.12,-2.59,14.07,24.7,71.02,57.77,1.88,45.42,,0.15,0,2026-01-30 11:46:42
65032,7840,018183,万家中证软件服务ETF发起式联接C,2026-01-29,0.8058,0.8058,0.95,0.12,13.7,4.95,12.97,24.7,52.44,,12.56,-19.42,16.1765,0.0,0,2026-01-30 11:46:42
65033,7841,015981,光大高端装备混合C,2026-01-29,0.9363,0.9363,-2.77,-1.43,6.47,-0.48,18.61,24.69,40.63,-4.41,5.72,-6.37,22.8095,0.0,0,2026-01-30 11:46:42
65034,7842,021093,广发中证港股通互联网ETF发起式联接C,2026-01-29,1.2597,1.3172,0.17,2.46,8.54,-4.97,-0.76,24.69,,,8.35,31.9,17.3451,0.0,0,2026-01-30 11:46:42
65035,7843,050020,博时抗通胀增强回报,2026-01-28,0.652,0.652,1.09,4.15,4.99,5.5,14.39,24.67,47.85,50.58,6.89,-34.8,,0.15,0,2026-01-30 11:46:42
65036,7844,014096,交银经济新动力混合C,2026-01-29,3.54,3.54,-1.83,1.12,7.3,10.17,16.24,24.66,42.2,15.31,7.39,-1.52,26.9272,0.0,0,2026-01-30 11:46:42
65037,7845,004877,汇添富全球医疗混合(QDII)人民币,2026-01-28,2.5712,2.5712,-0.88,-1.11,-0.44,5.17,14.05,24.65,35.3,36.58,0.84,157.12,,0.16,0,2026-01-30 11:46:42
65038,7846,021515,汇添富红利智选混合发起式A,2026-01-29,1.2459,1.2459,1.14,3.33,5.64,5.62,11.79,24.65,,,5.36,24.59,26.4103,0.15,0,2026-01-30 11:46:42
65039,7847,012394,农银中证新华社民族品牌指数,2026-01-29,0.9109,0.9109,0.91,-0.14,2.02,-1.83,14.61,24.64,44.22,6.91,2.8,-8.92,24.7808,0.12,0,2026-01-30 11:46:42
65040,7848,011081,国投瑞银港股通混合C,2026-01-29,1.1288,1.1288,0.61,3.65,3.1,-0.28,0.05,24.63,47.06,12.82,3.74,-1.37,24.3583,0.0,0,2026-01-30 11:46:42
65041,7849,014867,大摩优悦安和混合C,2026-01-29,0.7034,0.7034,-0.09,-2.01,8.12,-0.69,2.05,24.63,16.11,-25.93,9.5,-27.3,24.7827,0.0,0,2026-01-30 11:46:42
65042,7850,021956,平安养老目标日期2040三年持有混合(FOF)Y,2026-01-27,1.2285,1.2285,0.41,1.85,5.22,4.05,14.83,24.63,,,5.49,29.37,,0.0,0,2026-01-30 11:46:42
65043,7851,005869,平安MSCI中国A股ETF联接C,2026-01-29,1.7805,1.7805,0.55,0.76,3.14,0.93,14.45,24.62,42.42,14.56,3.4,78.05,25.4315,0.0,0,2026-01-30 11:46:42
65044,7852,010902,博时成长领航混合A,2026-01-29,0.8412,0.8412,-1.57,-1.88,3.32,0.67,14.53,24.6,48.78,8.25,3.85,-15.88,25.2158,0.15,0,2026-01-30 11:46:42
65045,7853,015412,西部利得数字产业混合A,2026-01-29,1.5904,1.5904,0.06,4.26,16.48,10.81,10.95,24.6,112.48,63.71,16.12,59.04,21.6553,0.15,0,2026-01-30 11:46:42
65046,7854,019900,中欧预见积极养老目标五年持有混合发起(FOF)Y,2026-01-27,1.2836,1.2836,0.2,0.94,3.94,3.22,13.95,24.6,48.82,,4.44,39.63,,0.0,0,2026-01-30 11:46:42
65047,7855,009468,博时健康成长双周定期可赎回混合A,2026-01-29,0.9577,0.9577,-0.15,-1.77,6.99,-0.29,-5.85,24.59,21.91,-4.0,7.74,-4.23,24.7168,0.15,0,2026-01-30 11:46:42
65048,7856,016922,英大延福养老目标2055三年持有混合发起(FOF),2026-01-27,1.0523,1.0523,-0.58,0.55,2.19,1.91,15.47,24.59,28.45,,3.07,5.23,,0.12,0,2026-01-30 11:46:42
65049,7857,014329,国联优势产业混合A,2026-01-29,1.2221,1.2221,1.06,1.26,5.99,5.54,11.44,24.58,43.02,32.29,6.09,22.21,24.6278,0.15,0,2026-01-30 11:46:42
65050,7858,019587,兴业弘远回报混合发起式A,2026-01-29,1.2845,1.2845,0.18,-0.43,5.09,-1.6,9.65,24.58,,,5.71,28.45,25.3048,0.15,0,2026-01-30 11:46:42
65051,7859,008917,华夏中证浙江国资创新发展ETF联接C,2026-01-29,1.3939,1.3939,0.92,1.64,6.69,4.37,6.6,24.57,46.1,34.62,6.86,39.39,24.7003,0.0,0,2026-01-30 11:46:42
65052,7860,017395,招商和悦均衡养老三年持有混合(FOF)Y,2026-01-27,1.5195,1.5195,0.25,1.52,5.69,6.42,15.91,24.57,34.71,21.95,5.95,23.78,,0.0,0,2026-01-30 11:46:42
65053,7861,011295,中信保诚量化阿尔法股票C,2026-01-29,1.1384,1.1384,0.45,0.35,3.01,1.27,14.73,24.57,44.43,23.08,3.16,13.84,25.485,0.0,0,2026-01-30 11:46:42
65054,7862,019997,长信优势行业混合A,2026-01-29,1.3477,1.3477,-0.75,0.42,3.33,-2.06,12.73,24.57,,,3.57,34.77,23.9948,0.15,0,2026-01-30 11:46:42
65055,7863,040020,华安升级主题混合A,2026-01-29,1.998,2.498,-0.2,1.94,8.82,4.12,13.85,24.56,30.33,-8.93,8.82,188.92,25.6604,0.15,0,2026-01-30 11:46:42
65056,7864,008260,长城价值优选混合A,2026-01-29,1.0274,1.1102,0.44,2.82,8.77,5.6,15.66,24.56,29.46,-14.24,8.05,9.7,25.5376,0.15,0,2026-01-30 11:46:42
65057,7865,952035,国泰海通君得诚混合,2026-01-29,0.8846,1.1254,-1.67,-0.79,6.46,7.34,17.49,24.56,35.09,-8.2,5.26,-14.11,26.9518,0.15,0,2026-01-30 11:46:42
65058,7866,014260,万家新机遇龙头企业混合C,2026-01-29,1.4787,2.692,-1.26,1.85,0.43,-1.45,20.67,24.56,18.31,5.87,1.19,-11.37,24.2026,0.0,0,2026-01-30 11:46:42
65059,7867,001850,国泰安益灵活配置混合A,2026-01-29,1.703,1.799,0.68,0.51,2.74,1.33,16.18,24.55,23.64,15.36,2.66,84.78,24.5156,0.03,0,2026-01-30 11:46:42
65060,7868,005829,建信MSCI联接A,2026-01-29,1.8115,1.8115,0.51,0.71,3.11,1.08,14.02,24.54,43.33,15.63,3.36,81.13,25.346,0.15,0,2026-01-30 11:46:42
65061,7869,017274,博时颐泽平衡养老(FOF)Y,2026-01-27,1.4955,1.4955,0.57,2.25,5.44,6.16,15.63,24.54,33.56,24.27,5.79,27.54,,0.0,0,2026-01-30 11:46:42
65062,7870,519697,交银优势行业混合,2026-01-29,4.573,5.95,2.56,1.98,0.41,-6.49,11.73,24.53,37.0,-12.83,1.2,598.01,26.6539,0.15,0,2026-01-30 11:46:42
65063,7871,012087,博时健康生活混合C,2026-01-29,0.657,0.657,-0.2,-2.0,6.9,-0.67,-5.78,24.53,22.99,-14.41,7.69,-34.3,24.7153,0.0,0,2026-01-30 11:46:42
65064,7872,015016,华安德国(DAX)联接(QDII)C,2026-01-28,2.0661,2.0661,0.44,2.76,2.47,2.38,1.29,24.53,45.19,63.59,2.32,65.55,,0.0,0,2026-01-30 11:46:42
65065,7873,021961,景顺长城中证国新港股通央企红利ETF联接A,2026-01-29,1.1336,1.1677,0.52,4.84,7.15,4.91,7.66,24.53,,,6.97,17.0,25.5321,0.12,0,2026-01-30 11:46:42
65066,7874,161811,银华沪深300指数A,2026-01-29,1.0605,1.0605,0.72,0.65,2.47,0.84,14.04,24.52,43.45,17.4,2.56,70.96,25.251,0.12,0,2026-01-30 11:46:42
65067,7875,660004,农银策略价值混合,2026-01-29,3.9798,3.9798,-0.37,-0.01,5.12,4.34,20.05,24.49,35.85,2.77,5.44,297.98,25.7242,0.15,0,2026-01-30 11:46:42
65068,7876,673100,西部利得沪深300指数增强A,2026-01-29,2.1258,2.2458,0.6,0.96,3.9,2.33,14.7,24.49,41.22,20.59,3.99,135.77,25.2829,0.08,0,2026-01-30 11:46:42
65069,7877,023074,国泰海通中证港股通高股息投资指数发起(QDII)C,2026-01-29,1.2343,1.2343,1.3,4.42,4.83,0.78,2.21,24.49,,,5.24,23.43,,0.0,0,2026-01-30 11:46:42
65070,7878,161222,国投瑞银瑞利混合(LOF)A,2026-01-29,2.9417,2.9737,-0.01,1.01,5.85,8.25,19.74,24.47,33.41,18.05,5.31,203.5,25.6814,0.15,0,2026-01-30 11:46:42
65071,7879,012637,国泰中证全指软件ETF联接C,2026-01-29,0.9807,0.9807,1.01,-0.46,12.35,3.88,9.81,24.47,53.26,9.54,10.66,-1.93,16.4865,0.0,0,2026-01-30 11:46:42
